churn_reason,Customer ID,Total Refunds,Total Charges,Total Revenue,Paperless Billing,Total Long Distance Charges,Total Extra Data Charges,Contract,Tenure in Months,Number of Referrals,Monthly Charge,Payment Method,Customer Status,Avg Monthly GB Download
,7740-KKCXF,0,1529.45,1529.45,Yes,0,0,Month-to-Month,51,9,30.05,Credit Card,Stayed,6
,7742-MYPGI,0,297.35,594.05,Yes,296.7,0,Month-to-Month,6,3,48.8,Credit Card,Stayed,10
7,7743-EXURX,0,415.05,445.85,Yes,30.8,0,Month-to-Month,8,1,51.05,Bank Withdrawal,Churned,20
,7746-AWNQW,0,961.4,961.4,Yes,0,0,Month-to-Month,28,0,35.75,Mailed Check,Stayed,2
,7746-QYVCO,0,857.8,1194.44,Yes,336.64,0,One Year,16,1,55.85,Credit Card,Stayed,17
,7748-UMTRK,0,2974.5,4097.1,Yes,1122.6,0,Two Year,30,0,101.3,Bank Withdrawal,Stayed,17
,7750-EYXWZ,40.41,743.3,702.89,No,0,0,One Year,12,0,60.65,Bank Withdrawal,Stayed,24
9,7752-XUSCI,0,6396.45,7038.45,Yes,642,0,Month-to-Month,60,0,105.9,Bank Withdrawal,Churned,71
,7753-USQYQ,0,3627.3,5148.05,Yes,1520.75,0,One Year,55,0,64.2,Bank Withdrawal,Stayed,26
,7754-IXRMC,0,45.35,57.81,No,12.46,0,Month-to-Month,1,0,45.35,Credit Card,Joined,14
,7758-UJWYS,0,1325.85,1325.85,Yes,0,0,Two Year,34,10,40.55,Bank Withdrawal,Stayed,29
11,7758-XKCBS,0,438.25,528.25,Yes,0,90,Month-to-Month,15,0,29.7,Bank Withdrawal,Churned,29
2,7760-OYPDY,0,144.15,175.85,Yes,11.7,20,Month-to-Month,2,0,80.65,Bank Withdrawal,Churned,19
,7762-ONLJY,0,94.45,359.23,No,264.78,0,One Year,6,5,19.7,Credit Card,Stayed,
7,7762-URZQH,0,6981.35,8533.01,Yes,1551.66,0,Two Year,66,0,106.05,Credit Card,Churned,52
,7764-BDPEE,0,60.65,119.39,No,58.74,0,Month-to-Month,3,0,20.85,Credit Card,Joined,
,7765-LWVVH,0,6843.15,8192.43,Yes,1349.28,0,Two Year,72,8,95.1,Bank Withdrawal,Stayed,19
,7766-CLTIC,0,629.55,713.05,Yes,83.5,0,Month-to-Month,10,0,60.95,Credit Card,Stayed,29
5,7767-UXAGJ,0,50.45,78.7,Yes,28.25,0,Month-to-Month,1,0,50.45,Bank Withdrawal,Churned,9
,7771-CFQRQ,0,3007.25,4500.07,No,1412.82,80,Two Year,47,0,63.8,Bank Withdrawal,Stayed,57
,7771-ZONAT,0,1304.85,1304.85,No,0,0,Two Year,22,0,56.75,Bank Withdrawal,Stayed,19
20,7774-OJSXI,0,3066.45,3353.82,Yes,287.37,0,One Year,31,0,103.45,Bank Withdrawal,Churned,30
,7776-QGYJC,0,3107.3,4693.82,Yes,1586.52,0,Month-to-Month,39,7,81.5,Bank Withdrawal,Stayed,76
12,7776-QWNFX,0,1527.5,1667,Yes,139.5,0,Month-to-Month,30,1,50.4,Bank Withdrawal,Churned,29
,7777-UNYHB,0,232.4,528.2,Yes,295.8,0,Month-to-Month,12,3,20.1,Credit Card,Stayed,
4,7779-LGOVN,0,856.65,1321.65,Yes,465,0,Month-to-Month,10,2,86.65,Bank Withdrawal,Churned,4
,7779-ORAEL,0,3480.35,3902.9,No,422.55,0,Two Year,45,4,75.15,Credit Card,Stayed,22
12,7780-OTDSO,0,1742.95,1946.35,Yes,203.4,0,Month-to-Month,18,1,99.4,Bank Withdrawal,Churned,16
,7781-EWARA,49.23,4138.7,4089.47,No,0,0,One Year,70,1,60.35,Bank Withdrawal,Stayed,47
,7781-HVGMK,0,4784.45,4784.45,Yes,0,0,Two Year,72,5,65.2,Credit Card,Stayed,30
15,7783-YKGDV,0,1238.45,1431.29,Yes,192.84,0,Month-to-Month,12,0,99.7,Bank Withdrawal,Churned,14
,7785-RDVIG,0,54.7,85.09,No,30.39,0,Month-to-Month,3,5,19.3,Credit Card,Joined,
5,7786-WBJYI,0,305.55,429.35,No,123.8,0,Month-to-Month,4,0,77.95,Bank Withdrawal,Churned,26
,7787-BNTZM,0,130.5,172.08,No,41.58,0,Month-to-Month,6,0,20.15,Bank Withdrawal,Stayed,
,7789-CRUVC,0,5895.45,7954.2,Yes,2058.75,0,Month-to-Month,61,1,94.2,Credit Card,Stayed,29
,7789-HKSBS,40.46,4599.15,6044.65,Yes,1485.96,0,One Year,42,2,105.2,Bank Withdrawal,Stayed,7
,7794-JASDG,0,50.75,96.52,Yes,45.77,0,Month-to-Month,1,0,50.75,Credit Card,Joined,20
,7795-CFOCW,0,1840.75,1840.75,No,0,0,One Year,45,0,42.3,Bank Withdrawal,Stayed,10
,7797-EJMDP,0,574.5,842.82,No,268.32,0,Month-to-Month,8,0,66.05,Bank Withdrawal,Stayed,14
,7798-JVXYM,0,921.4,1439.54,Yes,518.14,0,Month-to-Month,14,0,69.65,Bank Withdrawal,Stayed,29
,7799-DSEWS,0,1299.8,2176.04,Yes,876.24,0,Month-to-Month,18,0,68.35,Bank Withdrawal,Stayed,48
,7799-LGRDP,0,1188.2,2285.99,Yes,1097.79,0,Two Year,43,0,25.7,Credit Card,Stayed,
,7801-CEDNV,0,1421.75,1665.02,No,243.27,0,One Year,27,10,48.7,Credit Card,Stayed,5
,7801-KICAO,0,1345.75,1550.23,Yes,204.48,0,Month-to-Month,18,0,74.15,Bank Withdrawal,Stayed,13
2,7802-EFKNY,0,100.4,100.4,Yes,0,0,Month-to-Month,5,1,24.95,Bank Withdrawal,Churned,7
,7803-XOCCZ,0,4326.8,5988.72,Yes,1661.92,0,Month-to-Month,52,1,84.05,Bank Withdrawal,Stayed,26
,7808-DVWEP,0,49.65,142.83,No,93.18,0,Month-to-Month,3,3,20,Bank Withdrawal,Joined,
,7811-JIVPF,0,1081.25,2203.23,No,971.98,150,Month-to-Month,23,0,49.7,Credit Card,Stayed,2
14,7812-FZHPE,0,409.9,720.32,No,310.42,0,Month-to-Month,17,1,24.1,Credit Card,Churned,
,7813-TKCVO,0,393.15,952.35,No,559.2,0,One Year,20,1,20.35,Credit Card,Stayed,
,7813-ZGGAW,0,2877.95,3353.8,Yes,475.85,0,Two Year,31,0,96.6,Bank Withdrawal,Stayed,10
,7814-LEEVE,0,20.3,26.94,Yes,6.64,0,Month-to-Month,1,7,20.3,Bank Withdrawal,Joined,
,7815-PDTHL,0,684.4,2182.4,Yes,1498,0,Two Year,35,0,20.2,Credit Card,Stayed,
,7816-VGHTO,0,217.5,267.5,No,0,50,Two Year,6,7,40.55,Credit Card,Stayed,10
5,7817-BOQPW,0,166.3,249.04,Yes,82.74,0,Month-to-Month,2,0,75.55,Bank Withdrawal,Churned,28
,7817-OMJNA,0,275.7,785.58,No,509.88,0,One Year,14,0,20.4,Bank Withdrawal,Stayed,
,7820-ZYGNY,0,5825.5,6505.73,No,580.23,100,One Year,63,0,90.45,Credit Card,Stayed,28
,7821-DPRQE,0,7320.9,8953.58,Yes,1632.68,0,Month-to-Month,68,2,107.7,Bank Withdrawal,Stayed,48
,7823-JSOAG,0,217.45,238.36,No,20.91,0,Month-to-Month,3,0,74.5,Bank Withdrawal,Joined,14
,7824-PANSQ,0,4807.35,7398.21,No,2590.86,0,Month-to-Month,58,0,80.65,Bank Withdrawal,Stayed,8
10,7825-ECJRF,21.72,1934.45,2491.38,Yes,538.65,40,Month-to-Month,19,0,106.6,Bank Withdrawal,Churned,19
5,7825-GKXMW,0,45.8,77.91,No,22.11,10,Month-to-Month,1,0,-9,Bank Withdrawal,Churned,18
,7826-VVKWT,0,2263.45,2762.17,Yes,498.72,0,Two Year,24,9,96.55,Bank Withdrawal,Stayed,23
9,7831-QGOXH,0,1553.9,1993.1,Yes,439.2,0,Month-to-Month,18,0,85.2,Bank Withdrawal,Churned,71
,7833-PKIHD,0,3966.3,5580.96,Yes,1614.66,0,One Year,51,1,76.4,Bank Withdrawal,Stayed,3
,7838-LAZFO,23.28,3597.5,4020.17,No,445.95,0,One Year,45,6,78.8,Bank Withdrawal,Stayed,19
,7839-NUIAA,0,3641.5,5370.2,No,1628.7,100,Month-to-Month,61,1,59.8,Bank Withdrawal,Stayed,30
14,7839-QRKXN,0,20.2,68.45,Yes,48.25,0,Month-to-Month,1,0,20.2,Credit Card,Churned,
,7841-FCRQD,0,1857.3,2367.15,Yes,509.85,0,One Year,33,1,53.75,Credit Card,Stayed,59
9,7841-TZDMQ,0,84.5,184.12,Yes,99.62,0,Month-to-Month,2,0,-7,Credit Card,Churned,41
6,7845-URHJN,0,156.25,247.05,No,90.8,0,Month-to-Month,8,1,20.15,Bank Withdrawal,Churned,
,7850-THJMU,0,494.9,825.36,No,330.46,0,Two Year,26,4,19.65,Credit Card,Stayed,
,7850-VWJUU,0,1778.5,2331.42,Yes,552.92,0,Month-to-Month,23,0,75,Bank Withdrawal,Stayed,22
2,7851-FLGGQ,0,44.65,44.65,Yes,0,0,Month-to-Month,1,0,44.65,Mailed Check,Churned,19
5,7851-WZEKY,0,196.9,273.92,Yes,77.02,0,Month-to-Month,2,0,95.15,Bank Withdrawal,Churned,25
,7852-LECYP,0,1261,1886.95,No,625.95,0,Two Year,13,8,93.8,Credit Card,Stayed,6
14,7853-GVUDZ,0,20.15,23.24,Yes,3.09,0,Month-to-Month,1,1,20.15,Credit Card,Churned,
,7853-OETYL,0,129.6,129.6,Yes,0,0,Month-to-Month,4,2,29.05,Bank Withdrawal,Stayed,13
,7853-WNZSY,0,19.75,21.36,Yes,1.61,0,Month-to-Month,1,0,19.75,Credit Card,Joined,
17,7854-EDSSA,0,1254.7,2342.16,No,1087.46,0,Month-to-Month,22,0,59,Bank Withdrawal,Churned,17
12,7854-EKTJL,0,35.85,95.47,Yes,59.62,0,Month-to-Month,2,0,19.6,Bank Withdrawal,Churned,
8,7854-FOKSF,0,35.9,35.9,No,0,0,Month-to-Month,1,0,35.9,Bank Withdrawal,Churned,29
,7855-DIWPO,0,1493.2,2135.59,Yes,642.39,0,Month-to-Month,21,0,68.65,Bank Withdrawal,Stayed,11
,7856-GANIL,0,4525.8,4632.9,Yes,107.1,0,One Year,45,1,98.7,Bank Withdrawal,Stayed,20
,7858-GTZSP,0,1066.9,1401.9,Yes,225,110,Month-to-Month,12,0,86.55,Bank Withdrawal,Stayed,25
,7860-KSUGX,0,4720,7072.24,No,2352.24,0,Two Year,72,1,64.45,Credit Card,Stayed,48
,7860-UXCRM,0,4674.55,7331.26,No,2656.71,0,Two Year,63,9,74.5,Credit Card,Stayed,73
2,7861-UVUFT,0,1308.4,1732.9,Yes,424.5,0,Month-to-Month,15,1,84.3,Bank Withdrawal,Churned,28
,7868-BGSZA,0,3581.6,5042.31,Yes,1460.71,0,One Year,43,7,80.2,Bank Withdrawal,Stayed,69
,7868-TMWMZ,0,6668.35,8145.55,Yes,1477.2,0,Two Year,60,2,110,Bank Withdrawal,Stayed,30
,7869-ZYDST,0,1882.8,2773.12,Yes,890.32,0,Month-to-Month,31,0,59.05,Credit Card,Stayed,21
,7872-BAAZR,0,1007.9,2614.33,No,1606.43,0,One Year,53,10,19.55,Bank Withdrawal,Stayed,
,7872-RDDLZ,0,3725.5,6970.31,No,3244.81,0,Month-to-Month,67,0,54.9,Bank Withdrawal,Stayed,28
,7873-CVMAW,0,6362.35,9681.55,No,3319.2,0,Two Year,72,0,88.55,Credit Card,Stayed,27
,7874-ECPQJ,0,85.5,194.98,Yes,109.48,0,Month-to-Month,4,0,20.05,Bank Withdrawal,Stayed,
,7876-AEHIG,0,3077,3077,No,0,0,One Year,51,0,60.15,Bank Withdrawal,Stayed,10
,7876-BEUTG,0,720.1,1118.2,Yes,398.1,0,Month-to-Month,15,0,48.8,Credit Card,Stayed,18
,7876-DNYAP,0,1436.95,2015.86,No,578.91,0,Two Year,69,7,19.8,Credit Card,Stayed,
,7878-JGDKK,0,220.75,341.03,No,120.28,0,Month-to-Month,4,0,44.55,Credit Card,Stayed,29
,7878-RTCZG,0,19.9,22.28,No,2.38,0,Month-to-Month,1,0,19.9,Credit Card,Joined,
,7879-CGSFV,0,5552.05,7872.5,Yes,2320.45,0,One Year,55,0,100.9,Credit Card,Stayed,51
,7880-XSOJX,0,146.4,146.4,No,0,0,Month-to-Month,4,0,42.4,Credit Card,Stayed,23
11,7881-EVUAD,0,72.4,72.4,Yes,0,0,Month-to-Month,2,0,42.6,Bank Withdrawal,Churned,21
11,7881-INRLC,0,4740,5375.4,Yes,635.4,0,Month-to-Month,45,0,100.85,Credit Card,Churned,3
,7883-ROJOC,0,839.65,1495.34,No,655.69,0,Month-to-Month,19,0,44.9,Credit Card,Stayed,22
2,7890-VYYWG,0,93.7,93.7,Yes,0,0,Month-to-Month,3,1,36.45,Credit Card,Churned,20
16,7892-POOKP,0,3046.05,3182.97,Yes,136.92,0,Month-to-Month,28,0,104.8,Bank Withdrawal,Churned,47
,7892-QVYKW,0,1868.4,2094.72,No,226.32,0,Month-to-Month,23,10,85.6,Bank Withdrawal,Stayed,71
18,7893-IXHRQ,0,20.55,36.46,No,15.91,0,Month-to-Month,1,0,20.55,Bank Withdrawal,Churned,
,7895-VONWT,0,1293.8,1293.8,Yes,0,0,Month-to-Month,25,0,48.25,Bank Withdrawal,Stayed,59
,7898-PDWQE,0,5727.15,7007.99,No,1280.84,0,Two Year,71,2,80.4,Credit Card,Stayed,41
,7901-HXJVA,0,1117.55,1375.99,No,258.44,0,Month-to-Month,14,0,76.45,Bank Withdrawal,Stayed,26
,7901-IIDQV,28.42,1242.25,1394.31,No,180.48,0,One Year,24,0,54.6,Bank Withdrawal,Stayed,85
,7901-TBKJX,0,5594,5894.64,Yes,290.64,10,Two Year,56,0,101.05,Bank Withdrawal,Stayed,16
2,7903-CMPEY,0,80.3,97.81,Yes,17.51,0,Month-to-Month,1,1,80.3,Bank Withdrawal,Churned,21
,7905-NJMXS,0,475,497.33,No,22.33,0,Two Year,7,2,64.2,Bank Withdrawal,Stayed,26
,7905-TVXTA,0,352.65,394.25,Yes,41.6,0,Month-to-Month,5,0,64.35,Bank Withdrawal,Stayed,22
2,7908-QCBCA,0,69.4,112.86,Yes,33.46,10,Month-to-Month,1,1,69.4,Mailed Check,Churned,12
,7909-FIOIY,0,434.8,434.8,Yes,0,0,Month-to-Month,19,4,24.85,Credit Card,Stayed,85
11,7912-SYRQT,0,552.95,685.88,Yes,132.93,0,Month-to-Month,7,0,75.1,Bank Withdrawal,Churned,23
,7916-VCCPB,0,1195.75,1836.23,No,640.48,0,Month-to-Month,16,6,73.25,Bank Withdrawal,Stayed,20
,7919-ZODZZ,0,660.05,1080.05,Yes,420,0,One Year,10,1,65.9,Credit Card,Stayed,14
,7921-BEPCI,0,4265,5174.36,No,909.36,0,Two Year,72,0,59.75,Bank Withdrawal,Stayed,23
,7921-LMDFQ,0,4905.75,5116.89,Yes,211.14,0,One Year,51,0,94,Bank Withdrawal,Stayed,21
,7923-IYJWY,0,7839.85,10865.37,Yes,2985.52,40,Two Year,67,0,116.1,Credit Card,Stayed,29
,7924-GJZFI,0,1813.1,2777.85,Yes,964.75,0,Two Year,25,7,69.3,Bank Withdrawal,Stayed,24
,7925-PNRGI,0,3541.1,4000.55,No,459.45,0,Month-to-Month,45,9,81.3,Credit Card,Stayed,11
,7926-IJOOU,0,19.3,35.66,No,16.36,0,Month-to-Month,1,0,19.3,Credit Card,Joined,
12,7927-AUXBZ,0,2555.9,2836.1,No,280.2,0,Month-to-Month,30,0,85.15,Bank Withdrawal,Churned,8
,7928-VJYAB,0,1020.2,1443.48,No,423.28,0,Month-to-Month,11,9,90.6,Bank Withdrawal,Stayed,19
,7929-DMBCV,0,1683.7,1911.5,Yes,227.8,0,Month-to-Month,20,6,81,Mailed Check,Stayed,21
,7929-SKFGK,0,8244.3,9761.9,No,1517.6,0,Two Year,70,10,114.3,Credit Card,Stayed,30
20,7931-PXHFC,0,2354.8,4110.78,Yes,1755.98,0,One Year,38,0,62.3,Credit Card,Churned,14
5,7932-WPTDS,0,24.8,24.8,Yes,0,0,Month-to-Month,1,1,24.8,Bank Withdrawal,Churned,19
18,7938-OUHIO,0,293.65,391.93,Yes,98.28,0,Month-to-Month,3,0,98.7,Bank Withdrawal,Churned,73
,7940-UQQUG,0,6721.6,7614.4,Yes,892.8,0,One Year,64,4,104.4,Bank Withdrawal,Stayed,11
,7941-RCJOW,0,1218.65,4124.15,Yes,2905.5,0,Two Year,65,0,19.55,Credit Card,Stayed,
11,7943-RQCHR,0,889.9,1010.53,Yes,90.63,30,Month-to-Month,9,0,94.75,Bank Withdrawal,Churned,26
,7945-HLKEA,0,4039.5,6436.5,No,2277,120,One Year,60,0,64.75,Bank Withdrawal,Stayed,27
,7945-PRBVF,0,705.45,1307.45,No,602,0,Two Year,35,0,21.45,Bank Withdrawal,Stayed,
,7950-XWOVN,22.53,383.55,511.02,No,0,150,Month-to-Month,11,0,34.7,Credit Card,Stayed,22
14,7951-QKZPL,35.05,740.3,1870.48,Yes,1165.23,0,Two Year,33,1,24.5,Credit Card,Churned,
,7951-VRDVK,0,3003.55,3503.95,No,500.4,0,One Year,36,0,85.85,Bank Withdrawal,Stayed,73
,7952-OBOYL,0,244.45,319.75,Yes,75.3,0,Month-to-Month,3,0,89.85,Credit Card,Joined,59
,7954-MLBUN,43.38,3109.9,3378.07,No,311.55,0,Two Year,31,0,99.45,Bank Withdrawal,Stayed,14
,7956-XQWGU,29.59,460.25,500.59,Yes,69.93,0,Month-to-Month,27,0,19.4,Credit Card,Stayed,
6,7957-RYHQD,0,3233.85,5028.25,Yes,1794.4,0,Month-to-Month,40,0,79.2,Credit Card,Churned,4
1,7963-GQRMY,0,134.5,267.88,No,133.38,0,Month-to-Month,3,1,44.3,Credit Card,Churned,51
,7963-SHNDT,0,1982.1,2112.1,No,0,130,Two Year,52,0,39.1,Credit Card,Stayed,7
,7964-VEXDG,0,1747.2,2028.39,No,281.19,0,Month-to-Month,21,0,80.35,Bank Withdrawal,Stayed,24
,7964-YESJC,32.59,1559.45,1750.06,No,223.2,0,Month-to-Month,24,6,66.3,Credit Card,Stayed,27
,7964-ZRKKG,0,5798.3,8317.5,Yes,2519.2,0,One Year,67,1,88.4,Bank Withdrawal,Stayed,23
,7966-YOTQW,0,568.2,908,Yes,339.8,0,Month-to-Month,10,0,54.5,Credit Card,Stayed,59
,7967-HYCDE,0,553.4,888.84,No,335.44,0,Month-to-Month,8,0,70.7,Bank Withdrawal,Stayed,59
,7968-QUXNS,0,110.15,275.39,No,165.24,0,Month-to-Month,6,0,18.95,Mailed Check,Stayed,
16,7969-AULMZ,0,2119.5,2309.76,Yes,190.26,0,Month-to-Month,21,0,97.35,Bank Withdrawal,Churned,10
,7969-FFOWG,0,1292.6,2467.15,No,1174.55,0,Two Year,65,2,19.9,Credit Card,Stayed,
,7971-HLVXI,0,6130.85,9298.85,Yes,3168,0,Two Year,72,4,84.5,Credit Card,Stayed,20
,7973-DZRKH,0,5930.05,7717.99,Yes,1787.94,0,Two Year,66,0,90.95,Credit Card,Stayed,51
,7975-JMZNT,0,6075.9,7611.72,No,1535.82,0,Two Year,66,1,91.7,Bank Withdrawal,Stayed,58
,7975-TZMLR,0,4889.3,5671.38,Yes,782.08,0,One Year,47,0,103.1,Bank Withdrawal,Stayed,8
,7976-CICYS,0,83.75,191.91,Yes,108.16,0,Month-to-Month,4,0,20.7,Credit Card,Stayed,
,7977-HXJKU,0,397,976.6,No,579.6,0,Two Year,21,0,19.6,Credit Card,Stayed,
,7978-DKUQH,0,1797.75,2725.25,Yes,927.5,0,Month-to-Month,25,7,74.6,Bank Withdrawal,Stayed,82
9,7979-CORPM,0,2282.55,3144.87,Yes,862.32,0,Month-to-Month,24,0,90.55,Credit Card,Churned,5
,7980-MHFLQ,0,1859.2,3170.32,No,1311.12,0,Two Year,72,5,24.9,Credit Card,Stayed,
,7982-VCELR,30.26,3565.65,4242.43,Yes,707.04,0,Month-to-Month,36,0,94.8,Credit Card,Stayed,71
,7989-AWGEH,0,1838.15,1838.15,Yes,0,0,Month-to-Month,49,8,39.2,Bank Withdrawal,Stayed,47
5,7989-CHGTL,0,19.6,33.77,Yes,14.17,0,Month-to-Month,1,0,19.6,Credit Card,Churned,
,7989-VCQOH,0,1611.15,1796.37,No,185.22,0,Month-to-Month,18,3,83.25,Bank Withdrawal,Stayed,59
,7993-NQLJE,0,1151.55,1642.5,No,490.95,0,Month-to-Month,15,7,75.1,Mailed Check,Stayed,17
10,7993-PYKOF,0,632.95,675.67,No,42.72,0,Month-to-Month,8,1,75,Bank Withdrawal,Churned,42
,7994-UYIVZ,0,659.45,1046.17,Yes,316.72,70,Month-to-Month,8,1,85.65,Bank Withdrawal,Stayed,16
,7994-XIRTR,33.07,3529.95,3774.44,No,277.56,0,One Year,54,0,65.25,Bank Withdrawal,Stayed,6
,7995-ZHHNZ,28.83,2386.85,3225.32,No,867.3,0,One Year,42,1,-7,Credit Card,Stayed,25
,7996-BPXHY,0,332.5,789.97,Yes,457.47,0,Two Year,13,5,25,Bank Withdrawal,Stayed,
,7996-MHXLW,0,1683.6,3054.42,Yes,1370.82,0,Two Year,66,0,25.15,Credit Card,Stayed,
,7997-EASSD,0,4965.1,7412.65,Yes,2447.55,0,One Year,63,1,81.2,Credit Card,Stayed,27
,7998-WNZEM,0,5708.2,6579.37,No,871.17,0,Two Year,71,0,80.6,Bank Withdrawal,Stayed,21
,7998-ZLXWN,0,330.8,516.95,No,186.15,0,Month-to-Month,15,3,20.45,Credit Card,Stayed,
5,8000-REIQB,0,69.95,102.45,Yes,22.5,10,Month-to-Month,1,0,69.95,Bank Withdrawal,Churned,27
,8003-EWNDZ,0,222.65,327.25,Yes,104.6,0,Month-to-Month,10,0,21.2,Bank Withdrawal,Stayed,
,8006-PYCSW,0,39.8,110.8,No,71,0,Month-to-Month,2,0,20.1,Credit Card,Joined,
,8007-YYPWD,0,369.1,983.65,No,614.55,0,Two Year,15,0,25.05,Bank Withdrawal,Stayed,
,8008-ESFLK,0,5835.5,6189.54,No,354.04,0,One Year,53,1,110.5,Bank Withdrawal,Stayed,25
2,8008-HAWED,0,712.75,722.75,Yes,0,10,Month-to-Month,14,0,50.75,Bank Withdrawal,Churned,6
,8008-OTEZX,0,708.8,1348.95,No,640.15,0,One Year,35,1,19.65,Credit Card,Stayed,
8,8010-EZLOU,0,1217.25,1398.45,Yes,181.2,0,Month-to-Month,15,0,80.2,Bank Withdrawal,Churned,5
,8012-SOUDQ,0,3838.75,4379.69,Yes,540.94,0,One Year,43,0,90.25,Bank Withdrawal,Stayed,26
,8015-IHCGW,42.29,8425.15,11033.9,Yes,2651.04,0,Two Year,72,1,115.5,Bank Withdrawal,Stayed,10
,8016-NCFVO,0,6382.55,7994.05,Yes,1611.5,0,Month-to-Month,55,0,116.5,Bank Withdrawal,Stayed,10
,8016-ZMGMO,0,4738.85,7643.51,Yes,2904.66,0,One Year,66,0,70.85,Bank Withdrawal,Stayed,17
5,8017-LXHFA,0,2293.6,3010.51,Yes,716.91,0,Month-to-Month,23,0,94.75,Bank Withdrawal,Churned,23
,8017-UVSZU,0,2379.1,4310.7,No,1931.6,0,Month-to-Month,40,5,56.6,Credit Card,Stayed,23
10,8019-ENHXU,30.46,4138.05,5702.89,Yes,1455.3,140,Month-to-Month,42,1,99.45,Bank Withdrawal,Churned,9
11,8020-BWHYL,0,1147.45,1267.3,Yes,119.85,0,Month-to-Month,15,0,75.3,Credit Card,Churned,27
,8022-BECSI,0,422.5,872.62,No,450.12,0,One Year,22,0,19.6,Credit Card,Stayed,
,8023-QHAIO,0,4275.75,5939.11,Yes,1543.36,120,Month-to-Month,56,7,76.85,Bank Withdrawal,Stayed,29
,8024-XNAFQ,0,7748.75,10003.07,Yes,2254.32,0,Two Year,72,0,107.4,Bank Withdrawal,Stayed,18
,8028-PNXHQ,0,1424.6,4445.86,Yes,3021.26,0,Two Year,62,4,24.25,Bank Withdrawal,Stayed,
,8029-XYPWT,0,8016.6,11340.82,Yes,3324.22,0,Two Year,71,1,115.05,Bank Withdrawal,Stayed,18
,8033-ATFAS,0,2341.5,4218.96,Yes,1877.46,0,Month-to-Month,39,4,59.85,Credit Card,Stayed,23
,8033-VCZGH,0,5231.3,6395.3,Yes,1164,0,One Year,50,0,103.95,Bank Withdrawal,Stayed,51
,8034-RYTVV,0,4589.85,7056.6,Yes,2466.75,0,One Year,55,0,84.25,Credit Card,Stayed,48
12,8035-BUYVG,0,1716.45,1716.45,Yes,0,0,One Year,40,1,42.35,Bank Withdrawal,Churned,21
,8035-PWSEV,0,487.05,702.33,Yes,215.28,0,Month-to-Month,6,0,89.25,Bank Withdrawal,Stayed,10
,8039-ACLPL,0,4888.2,5775.24,No,887.04,0,Two Year,72,6,68.75,Credit Card,Stayed,59
,8039-EQPIM,0,4055.5,4175.5,No,0,120,Two Year,69,7,60.25,Bank Withdrawal,Stayed,59
,8040-MNRTF,0,71.1,108.61,No,37.51,0,Month-to-Month,1,0,71.1,Mailed Check,Joined,10
,8041-TMEID,0,6991.9,9330.46,No,2338.56,0,Two Year,63,1,108.5,Credit Card,Stayed,18
12,8042-JVNFH,0,71.35,106.63,Yes,35.28,0,Month-to-Month,1,0,71.35,Credit Card,Churned,51
,8042-RNLKO,0,1699.15,3825.67,No,2126.52,0,One Year,66,0,25.45,Bank Withdrawal,Stayed,
,8043-PNYSD,0,1245.6,1917.81,No,672.21,0,Two Year,63,4,19.55,Mailed Check,Stayed,
,8044-BGWPI,0,306.05,712.85,Yes,406.8,0,Month-to-Month,12,8,21.15,Bank Withdrawal,Stayed,
,8046-DNVTL,0,2345.55,2345.55,Yes,0,0,Two Year,62,8,-10,Credit Card,Stayed,29
,8048-DSDFQ,0,20.2,33.28,No,13.08,0,Month-to-Month,1,0,20.2,Credit Card,Joined,
,8049-WJCLQ,0,563.5,761.2,No,197.7,0,Month-to-Month,10,5,60.2,Credit Card,Stayed,12
,8050-DVOJX,0,4060.9,6177.21,No,2116.31,0,Two Year,49,0,81.35,Credit Card,Stayed,10
,8050-WYBND,0,1031.4,1031.4,Yes,0,0,One Year,22,0,49.45,Credit Card,Stayed,29
,8050-XGRVL,8.5,3425.35,5457.89,No,2041.04,0,One Year,62,5,54.75,Credit Card,Stayed,71
18,8051-HJRLT,0,70.55,88.75,Yes,18.2,0,Month-to-Month,1,0,70.55,Bank Withdrawal,Churned,13
5,8053-WWDRO,0,146.3,336.5,No,190.2,0,Month-to-Month,6,1,19.5,Bank Withdrawal,Churned,
,8058-DMYRU,0,4931.8,5935.12,Yes,1003.32,0,Two Year,54,0,-8,Bank Withdrawal,Stayed,14
5,8058-INTPH,0,79.65,102.13,Yes,22.48,0,Month-to-Month,1,0,79.65,Bank Withdrawal,Churned,5
5,8058-JMEQO,0,762.5,878.69,Yes,116.19,0,Month-to-Month,9,0,84.45,Bank Withdrawal,Churned,21
,8059-UDZFY,0,3465.05,3885.8,Yes,420.75,0,Two Year,33,0,105.35,Bank Withdrawal,Stayed,19
,8060-HIWJJ,0,5632.55,6553.51,No,920.96,0,Two Year,64,0,86.55,Credit Card,Stayed,7
9,8062-YBDOE,0,69.65,76.88,Yes,7.23,0,Month-to-Month,1,0,69.65,Bank Withdrawal,Churned,2
2,8063-GBATB,0,2287.25,3128.84,Yes,841.59,0,Month-to-Month,27,0,85.25,Bank Withdrawal,Churned,25
8,8063-RJYNF,0,1483.25,1950.29,Yes,327.04,140,Month-to-Month,16,0,94.25,Bank Withdrawal,Churned,59
,8064-RAVOH,0,49.85,92.4,Yes,42.55,0,Month-to-Month,1,0,49.85,Bank Withdrawal,Joined,25
