Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Unlimited Data,Phone Service,Streaming TV,Streaming Movies,Streaming Music,Premium Tech Support,Offer,Customer ID
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8591-TKMZH
Yes,No,,,,,,Yes,,,,,Offer B,8592-PLTMQ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,8593-WHYHV
Yes,No,,,,,,Yes,,,,,Offer D,8595-SIZNC
Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,Yes,None,8597-CTXVJ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8597-CWYHH
Yes,Yes,Cable,No,No,No,No,Yes,No,No,No,No,Offer E,8601-QACRS
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,8603-IJWDN
No,No,,,,,,Yes,,,,,None,8605-ITULD
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Offer A,8606-CIQUL
Yes,No,,,,,,Yes,,,,,Offer D,8606-OEGQZ
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,None,8608-OZTLB
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8610-WFCJF
No,No,,,,,,Yes,,,,,None,8610-ZIKJJ
Yes,No,,,,,,Yes,,,,,Offer D,8612-GXIDD
Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,8614-VGMMV
No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,No,None,8617-ENBDS
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,None,8619-IJNDK
No,No,,,,,,Yes,,,,,None,8620-RJPZN
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,No,No,None,8621-MNIHH
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,8622-ZLFKO
Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,No,No,Offer B,8623-TMRBY
Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,None,8623-ULFNQ
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Offer B,8624-GIOUT
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer C,8625-AZYZY
,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,None,8626-PTQGE
Yes,No,,,,,,Yes,,,,,Offer B,8626-XHBIE
,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Offer B,8627-EHGIP
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer B,8627-ZYGSZ
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Offer A,8628-MFKAX
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer D,8630-FJLIB
Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8630-QSGXK
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,None,8631-NBHFZ
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8631-WUXGY
No,No,,,,,,Yes,,,,,Offer E,8631-XVRZL
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8634-CILSZ
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,None,8634-MPHTR
Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,None,8637-XJIVR
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,None,8639-NHQEI
No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8640-SDGKB
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,None,8642-GVWRF
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,8644-XLFBW
,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Offer B,8644-XYTSV
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8645-KOMJQ
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Offer D,8645-KWHJO
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer A,8646-JCOMS
Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,Offer B,8647-SDTWQ
,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,No,None,8648-PFRMP
,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,No,Offer E,8650-RHRKE
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,None,8651-ENBZX
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Yes,Offer D,8652-YHIYU
Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,No,No,Offer E,8654-DHAOW
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,None,8659-HDIYE
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer A,8659-IOOPU
No,Yes,Cable,No,No,No,No,Yes,No,No,No,No,None,8660-BUETV
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8661-BOYNW
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Offer C,8663-UPDGF
,Yes,DSL,No,Yes,No,Yes,No,No,No,No,No,None,8665-UTDHZ
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,None,8668-KNZTI
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8670-ERCJH
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8670-MEFCP
,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Offer B,8671-KKKOS
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,None,8672-OAUPW
,Yes,Cable,No,No,No,Yes,No,No,No,No,Yes,None,8676-OOQEJ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,None,8676-TRMJS
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8677-HDZEE
No,Yes,DSL,No,No,No,Yes,Yes,Yes,No,No,Yes,None,8679-JOEVF
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8679-LZBMD
No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Offer C,8680-CGLTP
No,No,,,,,,Yes,,,,,None,8681-ICONS
Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,None,8685-WHQPW
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Yes,Offer E,8687-BAFGU
Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Offer C,8690-UPCZI
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,8690-ZVLCL
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8695-ARGXZ
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,None,8695-WDYEA
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer C,8696-JKZNU
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8699-ASUFO
No,No,,,,,,Yes,,,,,None,8701-DGLVH
No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,No,None,8705-DWKTI
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,8705-WZCYL
,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Offer D,8706-HRADD
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,8707-HOEDG
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,None,8707-RMEZH
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8708-XPXHZ
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,8709-KRDVL
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,8710-YGLWG
No,No,,,,,,Yes,,,,,None,8711-LOBKY
Yes,No,,,,,,Yes,,,,,Offer E,8713-IGZSO
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Offer E,8714-CTZJW
Yes,Yes,Cable,No,Yes,No,No,Yes,No,Yes,Yes,No,None,8714-EUHJO
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8715-KKTFG
No,No,,,,,,Yes,,,,,None,8717-VCTXJ
,Yes,Cable,No,Yes,No,Yes,No,No,No,No,No,None,8718-PTMEZ
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,8720-RQSBJ
,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Yes,None,8722-NGNBH
No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer A,8722-PRFDV
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8725-JEDFD
No,No,,,,,,Yes,,,,,None,8727-JQFHV
,Yes,DSL,No,No,No,No,No,Yes,No,No,No,None,8727-XDPUD
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Yes,Offer B,8728-SKJLR
No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8731-WBBMB
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer D,8734-DKSTZ
Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,No,None,8734-FNWVH
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Offer D,8735-DCXNF
No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No,No,None,8735-IJJEG
No,No,,,,,,Yes,,,,,Offer E,8735-NBLWT
Yes,No,,,,,,Yes,,,,,Offer A,8735-SDUFN
No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,8738-JOKAR
No,No,,,,,,Yes,,,,,Offer E,8739-QOTTN
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,None,8739-WWKDU
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,8739-XNIKG
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,Offer E,8740-CRYFY
,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,No,Yes,None,8740-XLHDR
,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,None,8741-LQOBK
,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,None,8745-PVESG
No,No,,,,,,Yes,,,,,None,8746-BFOAJ
Yes,No,,,,,,Yes,,,,,Offer E,8746-OQQRW
No,No,,,,,,Yes,,,,,Offer B,8747-UDCOI
No,No,,,,,,Yes,,,,,Offer D,8748-HFWBO
No,No,,,,,,Yes,,,,,None,8749-CLJXC
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Offer B,8749-JMNKX
Yes,No,,,,,,Yes,,,,,None,8749-TZYEC
No,No,,,,,,Yes,,,,,Offer A,8750-QWZAJ
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,None,8751-EDEKA
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,None,8752-GHJFU
No,No,,,,,,Yes,,,,,None,8752-IMQOS
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,8752-STIVR
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,None,8755-IWJHN
No,No,,,,,,Yes,,,,,Offer B,8755-OGKNA
,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Yes,Yes,None,8756-RDDLT
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,No,None,8757-TFHHJ
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,No,None,8760-ZRHKE
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8761-NSOBC
No,No,,,,,,Yes,,,,,None,8763-KIAFH
No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8766-PAFNE
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer B,8769-KKTPH
No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,8773-HHUOZ
Yes,No,,,,,,Yes,,,,,None,8774-GSBUN
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,None,8775-CEBBJ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8775-ERLNB
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Offer E,8775-LHDJH
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8777-MBMTS
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Offer B,8777-PVYGU
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,None,8778-LMWTJ
,Yes,DSL,No,No,Yes,No,No,No,Yes,No,No,None,8779-QRDMV
No,No,,,,,,Yes,,,,,None,8779-YIQQA
Yes,No,,,,,,Yes,,,,,None,8780-IHCRN
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,None,8780-IXSTS
No,No,,,,,,Yes,,,,,Offer C,8780-RSYYU
,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Offer A,8780-YRMTT
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,None,8782-LKFPK
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8782-NUUOL
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8784-CGILN
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,8785-CJSHH
Yes,No,,,,,,Yes,,,,,None,8785-EPNCG
No,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,No,None,8788-DOXSU
No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,No,None,8791-GFXLZ
No,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Offer E,8792-AOROI
,Yes,DSL,No,No,Yes,Yes,No,No,No,No,No,Offer C,8799-OXZMD
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,8800-JOOCF
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8800-ZKRFW
No,Yes,Cable,No,Yes,Yes,No,Yes,No,No,No,Yes,Offer D,8802-UNOJF
No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,No,No,Offer E,8805-JNRAZ
No,Yes,DSL,No,No,No,Yes,Yes,Yes,No,Yes,No,Offer E,8806-EAGWC
,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Yes,No,Offer B,8807-ARQET
Yes,No,,,,,,Yes,,,,,Offer B,8807-OPMBM
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,None,8808-ELEHO
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8809-RIHDD
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Offer A,8809-XKHMD
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Offer C,8812-ZRHFP
Yes,No,,,,,,Yes,,,,,Offer C,8815-LMFLX
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8816-VXNZD
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,8818-DOPVL
Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Offer C,8818-XYFCQ
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,8819-IMISP
,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Offer A,8819-WFGGJ
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8819-ZBYNA
,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Offer A,8821-KVZKQ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,8821-XNHVZ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8822-KNBHV
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer A,8823-RLPWL
No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Offer E,8824-RWFXJ
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,Offer E,8835-VSDSE
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,None,8837-VVWLQ
No,No,,,,,,Yes,,,,,None,8838-GPHZP
Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,None,8840-DQLGN
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer D,8844-TONUD
No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Offer C,8845-LWKGE
,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Offer B,8847-GEOOQ
No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Offer C,8849-AYPTR
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,8849-GYOKR
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8849-PRIQJ
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,8851-RAGOV
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8853-TZDGH
Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,None,8854-CCVSQ
No,No,,,,,,Yes,,,,,Offer B,8857-CUPFQ
Yes,No,,,,,,Yes,,,,,None,8859-AXJZP
No,No,,,,,,Yes,,,,,None,8859-DZTGQ
No,No,,,,,,Yes,,,,,Offer B,8859-YSTWS
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,8861-HGGKB
No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,No,Offer D,8865-TNMNX
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,None,8868-GAGIO
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Offer C,8868-WOZGU
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8869-LIHMK
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,None,8869-TORSS
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer A,8871-JLMHM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8873-GLDMH
No,No,,,,,,Yes,,,,,Offer C,8873-TMKGR
Yes,No,,,,,,Yes,,,,,None,8874-EJNSR
Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,Offer D,8875-AKBYH
No,Yes,DSL,No,No,Yes,No,Yes,No,No,No,No,Offer E,8878-HMWBV
No,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,No,None,8878-RYUKI
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8879-XUAHX
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8879-ZKJOF
,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,None,8882-TLVRW
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,None,8883-ANODQ
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,None,8883-GRDWQ
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8884-ADFVN
No,No,,,,,,Yes,,,,,Offer C,8884-FEEWR
No,No,,,,,,Yes,,,,,Offer D,8884-MRNSU
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,None,8885-QSQBX
No,Yes,DSL,No,No,No,No,Yes,No,No,No,No,None,8887-IPQNC
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,8894-JVDCV
Yes,No,,,,,,Yes,,,,,Offer E,8896-BQTTI
No,No,,,,,,Yes,,,,,Offer B,8896-RAZCR
,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Yes,None,8898-KASCD
,Yes,DSL,No,Yes,No,Yes,No,No,No,No,No,None,8901-HJXTF
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8901-UPRHR
No,No,,,,,,Yes,,,,,Offer B,8902-ZEOVF
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,8903-WMRNW
No,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,8903-XEBGX
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,Offer B,8904-OPDCK
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,8905-IAZPF
,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,None,8908-NMQTX
No,No,,,,,,Yes,,,,,Offer D,8908-SLFCJ
No,No,,,,,,Yes,,,,,None,8909-BOLNL
No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Offer B,8910-ICHIU
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,8910-LEDAG
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,No,None,8914-RBTSB
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8915-NNTRC
No,No,,,,,,Yes,,,,,None,8917-FAEMR
No,No,,,,,,Yes,,,,,None,8917-SZTTJ
,Yes,Cable,No,Yes,No,Yes,No,No,No,No,No,None,8919-FYFQZ
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8920-NAVAY
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,No,None,8922-LIEGH
No,No,,,,,,Yes,,,,,None,8922-NPKBJ
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer C,8929-KSWIH
No,Yes,DSL,No,No,No,Yes,Yes,Yes,No,No,No,None,8930-XOTDP
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,8931-GJJIQ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Offer A,8932-CZHRQ
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,None,8937-RDTHP
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Offer B,8938-UMKPI
No,No,,,,,,Yes,,,,,None,8942-DBMHZ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,Offer E,8943-URTMR
No,No,,,,,,Yes,,,,,Offer D,8944-AILEF
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,8945-GRKHX
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Offer B,8945-MUQUF
Yes,No,,,,,,Yes,,,,,Offer B,8946-BFWSG
No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,None,8947-YRTDV
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer C,8949-JTMAY
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,8950-MTZNV
No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,8952-WCVCD
No,No,,,,,,Yes,,,,,None,8957-THMOA
Yes,No,,,,,,Yes,,,,,None,8958-JPTRR
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer B,8961-QDZZJ
No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Offer E,8963-JLGJT
No,No,,,,,,Yes,,,,,Offer D,8963-MQVYN
Yes,No,,,,,,Yes,,,,,None,8966-KZXXA
No,No,,,,,,Yes,,,,,None,8966-OIQHG
No,No,,,,,,Yes,,,,,None,8966-SNIZF
No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,No,Offer D,8967-SZQAS
No,No,,,,,,Yes,,,,,Offer D,8969-PRHFK
Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer D,8970-ANWXO
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,No,No,Offer E,8972-HJWNV
No,No,,,,,,Yes,,,,,None,8974-OVACP
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,8975-SKGRX
No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,Yes,None,8976-OQHGT
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8979-CAMGB
No,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,No,None,8980-WQFWL
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,Offer D,8981-FJGLA
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Offer C,8982-NHAVY
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,8984-EYLLL
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,8984-HPEMB
No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,8985-OOPOS
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer C,8988-ECPJR
Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Offer A,8990-YOZLV
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,8990-ZXLSU
No,No,,,,,,Yes,,,,,None,8992-CEUEN
